"id_number","Revenue"
1,"TRUE"
2,"TRUE"
3,"TRUE"
4,"FALSE"
5,"TRUE"
6,"FALSE"
7,"TRUE"
8,"FALSE"
9,"FALSE"
10,"TRUE"
11,"TRUE"
12,"TRUE"
13,"TRUE"
14,"TRUE"
15,"TRUE"
16,"TRUE"
17,"FALSE"
18,"TRUE"
19,"TRUE"
20,"TRUE"
21,"TRUE"
22,"FALSE"
23,"TRUE"
24,"TRUE"
25,"FALSE"
26,"TRUE"
27,"TRUE"
28,"FALSE"
29,"TRUE"
30,"FALSE"
31,"TRUE"
32,"FALSE"
33,"TRUE"
34,"TRUE"
35,"FALSE"
36,"TRUE"
37,"FALSE"
38,"TRUE"
39,"TRUE"
40,"TRUE"
41,"TRUE"
42,"TRUE"
43,"TRUE"
44,"FALSE"
45,"TRUE"
46,"TRUE"
47,"TRUE"
48,"TRUE"
49,"TRUE"
50,"FALSE"
51,"TRUE"
52,"TRUE"
53,"FALSE"
54,"TRUE"
55,"TRUE"
56,"TRUE"
57,"FALSE"
58,"TRUE"
59,"TRUE"
60,"TRUE"
61,"TRUE"
62,"TRUE"
63,"TRUE"
64,"TRUE"
65,"TRUE"
66,"TRUE"
67,"TRUE"
68,"TRUE"
69,"TRUE"
70,"FALSE"
71,"TRUE"
72,"TRUE"
73,"TRUE"
74,"TRUE"
75,"TRUE"
76,"TRUE"
77,"TRUE"
78,"TRUE"
79,"TRUE"
80,"FALSE"
81,"TRUE"
82,"TRUE"
83,"TRUE"
84,"TRUE"
85,"TRUE"
86,"TRUE"
87,"TRUE"
88,"TRUE"
89,"TRUE"
90,"FALSE"
91,"TRUE"
92,"FALSE"
93,"TRUE"
94,"TRUE"
95,"TRUE"
96,"TRUE"
97,"TRUE"
98,"TRUE"
99,"TRUE"
100,"TRUE"
101,"TRUE"
102,"TRUE"
103,"TRUE"
104,"FALSE"
105,"FALSE"
106,"TRUE"
107,"TRUE"
108,"FALSE"
109,"TRUE"
110,"TRUE"
111,"TRUE"
112,"TRUE"
113,"TRUE"
114,"TRUE"
115,"TRUE"
116,"TRUE"
117,"TRUE"
118,"TRUE"
119,"TRUE"
120,"FALSE"
121,"FALSE"
122,"TRUE"
123,"TRUE"
124,"TRUE"
125,"TRUE"
126,"TRUE"
127,"FALSE"
128,"TRUE"
129,"TRUE"
130,"TRUE"
131,"TRUE"
132,"TRUE"
133,"TRUE"
134,"FALSE"
135,"TRUE"
136,"TRUE"
137,"TRUE"
138,"FALSE"
139,"TRUE"
140,"TRUE"
141,"FALSE"
142,"TRUE"
143,"TRUE"
144,"FALSE"
145,"TRUE"
146,"TRUE"
147,"TRUE"
148,"TRUE"
149,"TRUE"
150,"TRUE"
151,"TRUE"
152,"TRUE"
153,"TRUE"
154,"TRUE"
155,"FALSE"
156,"TRUE"
157,"FALSE"
158,"FALSE"
159,"FALSE"
160,"FALSE"
161,"TRUE"
162,"FALSE"
163,"TRUE"
164,"TRUE"
165,"TRUE"
166,"FALSE"
167,"TRUE"
168,"FALSE"
169,"TRUE"
170,"TRUE"
171,"TRUE"
172,"TRUE"
173,"TRUE"
174,"FALSE"
175,"TRUE"
176,"TRUE"
177,"TRUE"
178,"TRUE"
179,"TRUE"
180,"TRUE"
181,"FALSE"
182,"TRUE"
183,"FALSE"
184,"FALSE"
185,"FALSE"
186,"FALSE"
187,"TRUE"
188,"FALSE"
189,"FALSE"
190,"TRUE"
191,"TRUE"
192,"FALSE"
193,"TRUE"
194,"TRUE"
195,"TRUE"
196,"FALSE"
197,"FALSE"
198,"TRUE"
199,"TRUE"
200,"FALSE"
201,"TRUE"
202,"TRUE"
203,"TRUE"
204,"TRUE"
205,"TRUE"
206,"TRUE"
207,"TRUE"
208,"TRUE"
209,"FALSE"
210,"FALSE"
211,"TRUE"
212,"TRUE"
213,"FALSE"
214,"TRUE"
215,"TRUE"
216,"TRUE"
217,"TRUE"
218,"TRUE"
219,"TRUE"
220,"TRUE"
221,"TRUE"
222,"FALSE"
223,"TRUE"
224,"TRUE"
225,"TRUE"
226,"TRUE"
227,"TRUE"
228,"TRUE"
229,"TRUE"
230,"TRUE"
231,"TRUE"
232,"TRUE"
233,"FALSE"
234,"TRUE"
235,"TRUE"
236,"TRUE"
237,"FALSE"
238,"TRUE"
239,"FALSE"
240,"TRUE"
241,"TRUE"
242,"TRUE"
243,"FALSE"
244,"TRUE"
245,"FALSE"
246,"TRUE"
247,"TRUE"
248,"TRUE"
249,"FALSE"
250,"TRUE"
251,"TRUE"
252,"TRUE"
253,"TRUE"
254,"TRUE"
255,"TRUE"
256,"TRUE"
257,"TRUE"
258,"TRUE"
259,"TRUE"
260,"FALSE"
261,"TRUE"
262,"TRUE"
263,"TRUE"
264,"TRUE"
265,"TRUE"
266,"TRUE"
267,"TRUE"
268,"TRUE"
269,"TRUE"
270,"TRUE"
271,"TRUE"
272,"TRUE"
273,"TRUE"
274,"FALSE"
275,"TRUE"
276,"TRUE"
277,"FALSE"
278,"TRUE"
279,"TRUE"
280,"TRUE"
281,"FALSE"
282,"TRUE"
283,"FALSE"
284,"TRUE"
285,"TRUE"
286,"FALSE"
287,"TRUE"
288,"TRUE"
289,"FALSE"
290,"TRUE"
291,"TRUE"
292,"FALSE"
293,"TRUE"
294,"FALSE"
295,"TRUE"
296,"TRUE"
297,"TRUE"
298,"TRUE"
299,"TRUE"
300,"TRUE"
301,"TRUE"
302,"TRUE"
303,"FALSE"
304,"TRUE"
305,"FALSE"
306,"TRUE"
307,"TRUE"
308,"TRUE"
309,"TRUE"
310,"TRUE"
311,"TRUE"
312,"FALSE"
313,"FALSE"
314,"TRUE"
315,"TRUE"
316,"TRUE"
317,"TRUE"
318,"FALSE"
319,"TRUE"
320,"TRUE"
321,"TRUE"
322,"TRUE"
323,"TRUE"
324,"TRUE"
325,"TRUE"
326,"TRUE"
327,"TRUE"
328,"TRUE"
329,"TRUE"
330,"TRUE"
331,"TRUE"
332,"TRUE"
333,"TRUE"
334,"TRUE"
335,"TRUE"
336,"TRUE"
337,"TRUE"
338,"FALSE"
339,"TRUE"
340,"TRUE"
341,"TRUE"
342,"TRUE"
343,"TRUE"
344,"FALSE"
345,"FALSE"
346,"FALSE"
347,"FALSE"
348,"TRUE"
349,"TRUE"
350,"TRUE"
351,"TRUE"
352,"TRUE"
353,"TRUE"
354,"TRUE"
355,"FALSE"
356,"TRUE"
357,"TRUE"
358,"TRUE"
359,"FALSE"
360,"TRUE"
361,"TRUE"
362,"TRUE"
363,"TRUE"
364,"TRUE"
365,"TRUE"
366,"TRUE"
367,"TRUE"
368,"TRUE"
369,"TRUE"
370,"TRUE"
371,"TRUE"
372,"TRUE"
373,"TRUE"
374,"TRUE"
375,"FALSE"
376,"TRUE"
377,"TRUE"
378,"FALSE"
379,"TRUE"
380,"FALSE"
381,"FALSE"
382,"FALSE"
383,"TRUE"
384,"FALSE"
385,"FALSE"
386,"TRUE"
387,"FALSE"
388,"TRUE"
389,"FALSE"
390,"FALSE"
391,"TRUE"
392,"FALSE"
393,"FALSE"
394,"FALSE"
395,"TRUE"
396,"FALSE"
397,"FALSE"
398,"FALSE"
399,"FALSE"
400,"FALSE"
401,"FALSE"
402,"FALSE"
403,"FALSE"
404,"FALSE"
405,"TRUE"
406,"FALSE"
407,"FALSE"
408,"FALSE"
409,"FALSE"
410,"FALSE"
411,"FALSE"
412,"FALSE"
413,"FALSE"
414,"FALSE"
415,"FALSE"
416,"FALSE"
417,"FALSE"
418,"FALSE"
419,"FALSE"
420,"FALSE"
421,"FALSE"
422,"TRUE"
423,"FALSE"
424,"FALSE"
425,"FALSE"
426,"TRUE"
427,"FALSE"
428,"FALSE"
429,"FALSE"
430,"FALSE"
431,"FALSE"
432,"FALSE"
433,"FALSE"
434,"FALSE"
435,"FALSE"
436,"FALSE"
437,"FALSE"
438,"FALSE"
439,"FALSE"
440,"FALSE"
441,"FALSE"
442,"TRUE"
443,"FALSE"
444,"TRUE"
445,"FALSE"
446,"FALSE"
447,"FALSE"
448,"FALSE"
449,"FALSE"
450,"FALSE"
451,"FALSE"
452,"FALSE"
453,"FALSE"
454,"FALSE"
455,"FALSE"
456,"FALSE"
457,"FALSE"
458,"FALSE"
459,"FALSE"
460,"FALSE"
461,"FALSE"
462,"FALSE"
463,"FALSE"
464,"FALSE"
465,"FALSE"
466,"FALSE"
467,"FALSE"
468,"FALSE"
469,"FALSE"
470,"FALSE"
471,"FALSE"
472,"FALSE"
473,"FALSE"
474,"FALSE"
475,"FALSE"
476,"FALSE"
477,"FALSE"
478,"FALSE"
479,"FALSE"
480,"FALSE"
481,"TRUE"
482,"TRUE"
483,"FALSE"
484,"FALSE"
485,"FALSE"
486,"FALSE"
487,"FALSE"
488,"FALSE"
489,"TRUE"
490,"FALSE"
491,"TRUE"
492,"FALSE"
493,"FALSE"
494,"FALSE"
495,"FALSE"
496,"FALSE"
497,"TRUE"
498,"FALSE"
499,"FALSE"
500,"FALSE"
501,"FALSE"
502,"TRUE"
503,"FALSE"
504,"FALSE"
505,"FALSE"
506,"TRUE"
507,"TRUE"
508,"TRUE"
509,"FALSE"
510,"FALSE"
511,"FALSE"
512,"FALSE"
513,"FALSE"
514,"FALSE"
515,"FALSE"
516,"FALSE"
517,"FALSE"
518,"FALSE"
519,"FALSE"
520,"FALSE"
521,"FALSE"
522,"FALSE"
523,"TRUE"
524,"TRUE"
525,"FALSE"
526,"TRUE"
527,"FALSE"
528,"FALSE"
529,"FALSE"
530,"FALSE"
531,"FALSE"
532,"FALSE"
533,"FALSE"
534,"FALSE"
535,"FALSE"
536,"FALSE"
537,"FALSE"
538,"FALSE"
539,"FALSE"
540,"FALSE"
541,"FALSE"
542,"FALSE"
543,"FALSE"
544,"FALSE"
545,"FALSE"
546,"FALSE"
547,"FALSE"
548,"TRUE"
549,"FALSE"
550,"FALSE"
551,"FALSE"
552,"FALSE"
553,"FALSE"
554,"FALSE"
555,"FALSE"
556,"FALSE"
557,"FALSE"
558,"FALSE"
559,"FALSE"
560,"FALSE"
561,"FALSE"
562,"FALSE"
563,"FALSE"
564,"FALSE"
565,"FALSE"
566,"FALSE"
567,"FALSE"
568,"FALSE"
569,"FALSE"
570,"FALSE"
571,"FALSE"
572,"FALSE"
573,"FALSE"
574,"FALSE"
575,"FALSE"
576,"FALSE"
577,"FALSE"
578,"FALSE"
579,"FALSE"
580,"FALSE"
581,"FALSE"
582,"FALSE"
583,"FALSE"
584,"FALSE"
585,"FALSE"
586,"TRUE"
587,"FALSE"
588,"FALSE"
589,"TRUE"
590,"TRUE"
591,"FALSE"
592,"FALSE"
593,"TRUE"
594,"FALSE"
595,"FALSE"
596,"FALSE"
597,"FALSE"
598,"FALSE"
599,"FALSE"
600,"FALSE"
601,"FALSE"
602,"FALSE"
603,"FALSE"
604,"FALSE"
605,"FALSE"
606,"TRUE"
607,"FALSE"
608,"FALSE"
609,"FALSE"
610,"FALSE"
611,"FALSE"
612,"FALSE"
613,"FALSE"
614,"FALSE"
615,"FALSE"
616,"FALSE"
617,"FALSE"
618,"FALSE"
619,"FALSE"
620,"FALSE"
621,"FALSE"
622,"FALSE"
623,"FALSE"
624,"FALSE"
625,"FALSE"
626,"FALSE"
627,"TRUE"
628,"FALSE"
629,"FALSE"
630,"FALSE"
631,"FALSE"
632,"TRUE"
633,"FALSE"
634,"FALSE"
635,"TRUE"
636,"FALSE"
637,"FALSE"
638,"FALSE"
639,"FALSE"
640,"FALSE"
641,"FALSE"
642,"FALSE"
643,"FALSE"
644,"FALSE"
645,"FALSE"
646,"FALSE"
647,"FALSE"
648,"FALSE"
649,"FALSE"
650,"FALSE"
651,"FALSE"
652,"FALSE"
653,"FALSE"
654,"FALSE"
655,"FALSE"
656,"FALSE"
657,"FALSE"
658,"FALSE"
659,"FALSE"
660,"FALSE"
661,"FALSE"
662,"FALSE"
663,"FALSE"
664,"FALSE"
665,"FALSE"
666,"FALSE"
667,"TRUE"
668,"FALSE"
669,"FALSE"
670,"FALSE"
671,"FALSE"
672,"FALSE"
673,"FALSE"
674,"FALSE"
675,"FALSE"
676,"FALSE"
677,"FALSE"
678,"FALSE"
679,"FALSE"
680,"FALSE"
681,"FALSE"
682,"FALSE"
683,"TRUE"
684,"FALSE"
685,"FALSE"
686,"FALSE"
687,"FALSE"
688,"FALSE"
689,"FALSE"
690,"FALSE"
691,"FALSE"
692,"FALSE"
693,"FALSE"
694,"FALSE"
695,"FALSE"
696,"FALSE"
697,"TRUE"
698,"FALSE"
699,"FALSE"
700,"FALSE"
701,"FALSE"
702,"FALSE"
703,"TRUE"
704,"FALSE"
705,"FALSE"
706,"FALSE"
707,"TRUE"
708,"TRUE"
709,"FALSE"
710,"FALSE"
711,"FALSE"
712,"FALSE"
713,"FALSE"
714,"TRUE"
715,"FALSE"
716,"FALSE"
717,"FALSE"
718,"FALSE"
719,"FALSE"
720,"FALSE"
721,"TRUE"
722,"FALSE"
723,"FALSE"
724,"FALSE"
725,"FALSE"
726,"FALSE"
727,"FALSE"
728,"FALSE"
729,"FALSE"
730,"TRUE"
731,"TRUE"
732,"FALSE"
733,"FALSE"
734,"FALSE"
735,"TRUE"
736,"FALSE"
737,"FALSE"
738,"FALSE"
739,"FALSE"
740,"FALSE"
741,"TRUE"
742,"FALSE"
743,"FALSE"
744,"TRUE"
745,"FALSE"
746,"FALSE"
747,"FALSE"
748,"FALSE"
749,"FALSE"
750,"FALSE"
751,"FALSE"
752,"FALSE"
753,"FALSE"
754,"FALSE"
755,"FALSE"
756,"FALSE"
757,"FALSE"
758,"TRUE"
759,"TRUE"
760,"FALSE"
761,"FALSE"
762,"FALSE"
763,"FALSE"
764,"FALSE"
765,"FALSE"
766,"FALSE"
767,"FALSE"
768,"FALSE"
769,"FALSE"
770,"FALSE"
771,"FALSE"
772,"FALSE"
773,"FALSE"
774,"FALSE"
775,"FALSE"
776,"FALSE"
777,"FALSE"
778,"FALSE"
779,"FALSE"
780,"FALSE"
781,"FALSE"
782,"FALSE"
783,"FALSE"
784,"TRUE"
785,"FALSE"
786,"FALSE"
787,"FALSE"
788,"FALSE"
789,"FALSE"
790,"FALSE"
791,"FALSE"
792,"FALSE"
793,"FALSE"
794,"FALSE"
795,"TRUE"
796,"FALSE"
797,"FALSE"
798,"FALSE"
799,"FALSE"
800,"FALSE"
801,"FALSE"
802,"FALSE"
803,"FALSE"
804,"FALSE"
805,"FALSE"
806,"FALSE"
807,"FALSE"
808,"FALSE"
809,"FALSE"
810,"FALSE"
811,"FALSE"
812,"FALSE"
813,"FALSE"
814,"TRUE"
815,"TRUE"
816,"FALSE"
817,"FALSE"
818,"TRUE"
819,"FALSE"
820,"FALSE"
821,"FALSE"
822,"FALSE"
823,"FALSE"
824,"FALSE"
825,"FALSE"
826,"FALSE"
827,"FALSE"
828,"FALSE"
829,"FALSE"
830,"FALSE"
831,"FALSE"
832,"FALSE"
833,"FALSE"
834,"FALSE"
835,"FALSE"
836,"FALSE"
837,"FALSE"
838,"FALSE"
839,"FALSE"
840,"FALSE"
841,"FALSE"
842,"FALSE"
843,"FALSE"
844,"FALSE"
845,"FALSE"
846,"FALSE"
847,"FALSE"
848,"FALSE"
849,"FALSE"
850,"TRUE"
851,"FALSE"
852,"TRUE"
853,"FALSE"
854,"FALSE"
855,"FALSE"
856,"FALSE"
857,"TRUE"
858,"FALSE"
859,"FALSE"
860,"FALSE"
861,"FALSE"
862,"FALSE"
863,"FALSE"
864,"FALSE"
865,"FALSE"
866,"FALSE"
867,"FALSE"
868,"FALSE"
869,"FALSE"
870,"FALSE"
871,"FALSE"
872,"FALSE"
873,"TRUE"
874,"FALSE"
875,"FALSE"
876,"FALSE"
877,"FALSE"
878,"FALSE"
879,"FALSE"
880,"FALSE"
881,"FALSE"
882,"FALSE"
883,"FALSE"
884,"FALSE"
885,"FALSE"
886,"FALSE"
887,"FALSE"
888,"FALSE"
889,"FALSE"
890,"FALSE"
891,"FALSE"
892,"FALSE"
893,"FALSE"
894,"FALSE"
895,"FALSE"
896,"FALSE"
897,"TRUE"
898,"FALSE"
899,"FALSE"
900,"TRUE"
901,"TRUE"
902,"FALSE"
903,"FALSE"
904,"FALSE"
905,"FALSE"
906,"FALSE"
907,"FALSE"
908,"FALSE"
909,"FALSE"
910,"FALSE"
911,"FALSE"
912,"FALSE"
913,"FALSE"
914,"FALSE"
915,"FALSE"
916,"FALSE"
917,"FALSE"
918,"FALSE"
919,"FALSE"
920,"FALSE"
921,"FALSE"
922,"FALSE"
923,"FALSE"
924,"FALSE"
925,"FALSE"
926,"FALSE"
927,"TRUE"
928,"FALSE"
929,"FALSE"
930,"FALSE"
931,"FALSE"
932,"FALSE"
933,"FALSE"
934,"FALSE"
935,"FALSE"
936,"FALSE"
937,"FALSE"
938,"FALSE"
939,"FALSE"
940,"FALSE"
941,"FALSE"
942,"FALSE"
943,"FALSE"
944,"FALSE"
945,"FALSE"
946,"FALSE"
947,"FALSE"
948,"TRUE"
949,"FALSE"
950,"FALSE"
951,"FALSE"
952,"FALSE"
953,"FALSE"
954,"FALSE"
955,"FALSE"
956,"FALSE"
957,"FALSE"
958,"FALSE"
959,"FALSE"
960,"FALSE"
961,"FALSE"
962,"FALSE"
963,"FALSE"
964,"FALSE"
965,"FALSE"
966,"FALSE"
967,"FALSE"
968,"FALSE"
969,"FALSE"
970,"FALSE"
971,"FALSE"
972,"FALSE"
973,"FALSE"
974,"FALSE"
975,"FALSE"
976,"FALSE"
977,"FALSE"
978,"FALSE"
979,"FALSE"
980,"FALSE"
981,"FALSE"
982,"FALSE"
983,"FALSE"
984,"FALSE"
985,"FALSE"
986,"FALSE"
987,"FALSE"
988,"FALSE"
989,"FALSE"
990,"FALSE"
991,"FALSE"
992,"TRUE"
993,"FALSE"
994,"FALSE"
995,"FALSE"
996,"TRUE"
997,"TRUE"
998,"FALSE"
999,"TRUE"
1000,"FALSE"
1001,"TRUE"
1002,"FALSE"
1003,"FALSE"
1004,"FALSE"
1005,"FALSE"
1006,"FALSE"
1007,"FALSE"
1008,"FALSE"
1009,"FALSE"
1010,"FALSE"
1011,"FALSE"
1012,"FALSE"
1013,"FALSE"
1014,"FALSE"
1015,"FALSE"
1016,"FALSE"
1017,"FALSE"
1018,"FALSE"
1019,"FALSE"
1020,"FALSE"
1021,"TRUE"
1022,"FALSE"
1023,"FALSE"
1024,"FALSE"
1025,"FALSE"
1026,"FALSE"
1027,"FALSE"
1028,"FALSE"
1029,"FALSE"
1030,"FALSE"
1031,"FALSE"
1032,"FALSE"
1033,"FALSE"
1034,"FALSE"
1035,"FALSE"
1036,"FALSE"
1037,"FALSE"
1038,"FALSE"
1039,"FALSE"
1040,"FALSE"
1041,"FALSE"
1042,"FALSE"
1043,"FALSE"
1044,"FALSE"
1045,"FALSE"
1046,"FALSE"
1047,"FALSE"
1048,"FALSE"
1049,"FALSE"
1050,"FALSE"
1051,"TRUE"
1052,"FALSE"
1053,"FALSE"
1054,"TRUE"
1055,"FALSE"
1056,"FALSE"
1057,"FALSE"
1058,"FALSE"
1059,"FALSE"
1060,"FALSE"
1061,"FALSE"
1062,"FALSE"
1063,"FALSE"
1064,"FALSE"
1065,"FALSE"
1066,"TRUE"
1067,"FALSE"
1068,"FALSE"
1069,"FALSE"
1070,"FALSE"
1071,"FALSE"
1072,"FALSE"
1073,"FALSE"
1074,"FALSE"
1075,"FALSE"
1076,"FALSE"
1077,"FALSE"
1078,"FALSE"
1079,"FALSE"
1080,"FALSE"
1081,"FALSE"
1082,"FALSE"
1083,"TRUE"
1084,"FALSE"
1085,"FALSE"
1086,"FALSE"
1087,"FALSE"
1088,"FALSE"
1089,"FALSE"
1090,"FALSE"
1091,"FALSE"
1092,"FALSE"
1093,"FALSE"
1094,"FALSE"
1095,"FALSE"
1096,"TRUE"
1097,"FALSE"
1098,"FALSE"
1099,"TRUE"
1100,"FALSE"
1101,"FALSE"
1102,"FALSE"
1103,"FALSE"
1104,"FALSE"
1105,"FALSE"
1106,"FALSE"
1107,"FALSE"
1108,"FALSE"
1109,"FALSE"
1110,"FALSE"
1111,"FALSE"
1112,"TRUE"
1113,"FALSE"
1114,"FALSE"
1115,"FALSE"
1116,"FALSE"
1117,"FALSE"
1118,"FALSE"
1119,"TRUE"
1120,"FALSE"
1121,"FALSE"
1122,"FALSE"
1123,"FALSE"
1124,"FALSE"
1125,"FALSE"
1126,"FALSE"
1127,"FALSE"
1128,"FALSE"
1129,"FALSE"
1130,"FALSE"
1131,"FALSE"
1132,"FALSE"
1133,"FALSE"
1134,"FALSE"
1135,"FALSE"
1136,"FALSE"
1137,"FALSE"
1138,"FALSE"
1139,"FALSE"
1140,"FALSE"
1141,"FALSE"
1142,"FALSE"
1143,"FALSE"
1144,"FALSE"
1145,"FALSE"
1146,"TRUE"
1147,"FALSE"
1148,"FALSE"
1149,"FALSE"
1150,"TRUE"
1151,"FALSE"
1152,"FALSE"
1153,"FALSE"
1154,"FALSE"
1155,"FALSE"
1156,"FALSE"
1157,"FALSE"
1158,"FALSE"
1159,"TRUE"
1160,"FALSE"
1161,"FALSE"
1162,"FALSE"
1163,"FALSE"
1164,"FALSE"
1165,"FALSE"
1166,"FALSE"
1167,"TRUE"
1168,"FALSE"
1169,"FALSE"
1170,"FALSE"
1171,"FALSE"
1172,"FALSE"
1173,"FALSE"
1174,"FALSE"
1175,"TRUE"
1176,"FALSE"
1177,"FALSE"
1178,"FALSE"
1179,"FALSE"
1180,"TRUE"
1181,"TRUE"
1182,"FALSE"
1183,"FALSE"
1184,"FALSE"
1185,"FALSE"
1186,"TRUE"
1187,"FALSE"
1188,"FALSE"
1189,"FALSE"
1190,"FALSE"
1191,"TRUE"
1192,"FALSE"
1193,"FALSE"
1194,"FALSE"
1195,"FALSE"
1196,"FALSE"
1197,"FALSE"
1198,"FALSE"
1199,"FALSE"
1200,"FALSE"
1201,"FALSE"
1202,"TRUE"
1203,"FALSE"
1204,"FALSE"
1205,"FALSE"
1206,"FALSE"
1207,"FALSE"
1208,"FALSE"
1209,"FALSE"
1210,"FALSE"
1211,"FALSE"
1212,"FALSE"
1213,"FALSE"
1214,"FALSE"
1215,"FALSE"
1216,"FALSE"
1217,"FALSE"
1218,"FALSE"
1219,"FALSE"
1220,"FALSE"
1221,"FALSE"
1222,"FALSE"
1223,"FALSE"
1224,"FALSE"
1225,"FALSE"
1226,"FALSE"
1227,"FALSE"
1228,"FALSE"
1229,"FALSE"
1230,"FALSE"
1231,"FALSE"
1232,"FALSE"
1233,"FALSE"
1234,"TRUE"
1235,"FALSE"
1236,"FALSE"
1237,"FALSE"
1238,"FALSE"
1239,"FALSE"
1240,"FALSE"
1241,"FALSE"
1242,"FALSE"
1243,"FALSE"
1244,"TRUE"
1245,"TRUE"
1246,"FALSE"
1247,"FALSE"
1248,"FALSE"
1249,"FALSE"
1250,"TRUE"
1251,"FALSE"
1252,"FALSE"
1253,"FALSE"
1254,"FALSE"
1255,"FALSE"
1256,"FALSE"
1257,"FALSE"
1258,"FALSE"
1259,"FALSE"
1260,"TRUE"
1261,"FALSE"
1262,"FALSE"
1263,"FALSE"
1264,"FALSE"
1265,"FALSE"
1266,"FALSE"
1267,"FALSE"
1268,"FALSE"
1269,"FALSE"
1270,"FALSE"
1271,"FALSE"
1272,"TRUE"
1273,"FALSE"
1274,"FALSE"
1275,"FALSE"
1276,"TRUE"
1277,"FALSE"
1278,"FALSE"
1279,"FALSE"
1280,"FALSE"
1281,"FALSE"
1282,"FALSE"
1283,"FALSE"
1284,"FALSE"
